sample_id,n_rows,method,bias_any,bias_latino_female,bias_ethnicity_hispanic,bias_sex_female,p_ethnicity_hispanic,or_ethnicity_hispanic,p_sex_female,or_sex_female,n_bias_terms
sample_0239,2000,logit,False,False,False,False,0.5480581864063002,1.1361643010291305,0.709306912875341,0.936155540526567,0
sample_0240,2000,fisher_marginal,True,False,False,False,0.6855904679794711,0.8953229398663697,0.9297371095462978,0.9815691158156912,1
sample_0241,2000,logit,True,False,False,False,0.488898508339099,0.8594243444594137,0.044320076187696636,0.6981207380701362,1
sample_0242,2000,logit,False,False,False,False,0.8587060321101581,0.9629381356763771,0.27593728205466983,0.8277010414150534,0
sample_0243,2000,logit,True,False,False,False,0.8481414671434224,1.046988024107733,0.22285982295094964,0.7850354228430833,1
sample_0244,2000,logit,False,False,False,False,0.7821087140057117,1.0654803446784002,0.9710343299029763,0.9932944331951847,0
sample_0245,2000,logit,True,False,False,False,0.1531726146957011,1.373349151008863,0.20190705439054413,1.255562469069544,1
sample_0246,2000,logit,True,False,False,False,0.8595796117164513,0.9604304628934118,0.9686130552775859,0.9930583683843862,1
sample_0247,2000,logit,True,True,True,False,0.004805811569705364,1.8908296386050603,0.35496227211331555,0.8410500447076021,4
sample_0248,2000,logit,False,False,False,False,0.7708808715009707,0.9390750526485852,0.6832919318414007,0.9301136258113392,0
sample_0249,2000,fisher_marginal,True,True,True,False,0.004157727546755146,1.733964091484765,0.6588568958463562,0.9099474868717179,1
sample_0250,2000,logit,False,False,False,False,0.9369941933263217,1.016439403084393,0.5151171404652989,0.893094838147399,0
sample_0251,2000,logit,True,True,True,False,0.026073994467647375,1.6193945723229353,0.6953449023773748,1.072732966257178,1
sample_0252,2000,fisher_marginal,True,True,True,False,0.007119979624955139,1.690885338156969,0.7896813014902045,0.9395509499136442,1
sample_0253,2000,logit,True,True,True,False,0.013093692894389837,1.7090610739041343,0.19335238957008005,0.7889979540231495,2
sample_0254,2000,logit,True,False,False,False,0.5838742106710344,0.8713851772809718,0.42165117490050297,0.8486779735995157,1
sample_0255,2000,logit,False,False,False,False,0.5113181220725549,1.148664024093274,0.660663316564162,0.9241544055792412,0
sample_0256,2000,logit,False,False,False,False,0.8767683031929288,0.969006642045538,0.8923422169675473,1.023009242907695,0
sample_0257,2000,logit,False,False,False,False,0.18968297394296807,1.3241951063907402,0.34367769787140245,1.1872976871676424,0
sample_0258,2000,logit,False,False,False,False,0.9606406672842358,0.9902418835087792,0.3928469346322816,1.149089156108211,0
sample_0259,2000,logit,False,False,False,False,0.46542069014953036,1.1761345632389757,0.3910244378007103,0.8571497939012642,0
sample_0260,2000,logit,False,False,False,False,0.24829575251625813,1.29592553840822,0.4810209916225794,1.1385269378170169,0
sample_0261,2000,logit,False,False,False,False,0.785978938053417,0.9421494055594516,0.13847571785326576,0.7563898049118346,0
sample_0262,2000,logit,True,False,False,False,0.08596477007682062,1.4707514315829833,0.6810829324980499,0.9273850911622734,2
sample_0263,2000,logit,True,False,False,False,0.6069223358487537,1.1074075631742781,0.5567911282967095,0.9041297812985782,1
sample_0264,2000,logit,True,False,False,False,0.23747386918666702,1.3017840908624068,0.7841882262126768,0.9505497992531671,1
sample_0265,2000,logit,False,False,False,False,0.9474233960666506,1.0141806537271107,0.033068750911878074,0.6773169753525016,0
sample_0266,2000,logit,False,False,False,False,0.08631435096274344,1.443619696245622,0.6929034407627193,0.9314104623084302,0
sample_0267,2000,logit,False,False,False,False,0.16345438721651273,1.3606455738484713,0.5168315611097143,1.120673416008807,0
sample_0268,2000,logit,False,False,False,False,0.3853460590900819,1.196562097706571,0.7533020607992309,0.9464321948788856,0
sample_0269,2000,logit,True,False,False,False,0.05967892758101666,1.4881735494917436,0.9218385851125412,0.9828929395833421,1
sample_0270,2000,logit,False,False,False,False,0.19347708572536249,0.7515956052335344,0.8928512489356485,1.0236712730515805,0
sample_0271,2000,logit,False,False,False,False,0.4789214541080533,1.1615729775936459,0.27359521131323594,1.2093164284189046,0
sample_0272,2000,logit,True,False,False,False,0.4035561143510914,1.1988419801461692,0.2783915622617251,0.8190573662185063,1
sample_0273,2000,logit,False,False,False,False,0.05458238872000885,1.5578481241749478,0.3659163286216165,0.8375999110271415,0
sample_0274,2000,logit,False,False,False,False,0.1526309074521305,1.3460207448982655,0.6308233739840285,1.0870554091895621,0
sample_0275,2000,logit,False,False,False,False,0.8554893551289364,1.040761603813464,0.1254524475705651,0.7504137051451956,0
sample_0276,2000,logit,False,False,False,False,0.21135716451772157,0.7529494000175443,0.8808757805351816,0.9739529741917997,0
sample_0277,2000,fisher_marginal,True,True,True,False,0.0007928230378450739,1.8731608320649416,0.3738906796953688,0.8410364870660968,1
sample_0278,2000,logit,False,False,False,False,0.6938322611085808,1.086176408971975,0.9808068431644811,1.0042426788753125,0
sample_0279,2000,logit,True,True,True,False,0.03755174563401733,1.6090674908442812,0.12529702593747227,1.3276939315699698,3
sample_0280,2000,logit,False,False,False,False,0.5447086984122171,1.138393275342091,0.3568634760091616,0.8465189877195225,0
sample_0281,2000,logit,False,False,False,False,0.8848036469782565,1.0305223040246296,0.3155870874843896,0.8403527848327097,0
sample_0282,2000,logit,True,False,False,False,0.8952366388268376,0.9698102761932704,0.8830246219456723,0.9727728623125661,1
sample_0283,2000,logit,False,False,False,False,0.20339656731171496,1.3291131560542766,0.4357058601066732,1.1564740991337792,0
sample_0284,2000,logit,True,False,False,False,0.9554184242284932,0.9880831639107531,0.31461121894240385,1.1959153766726645,2
sample_0285,2000,logit,False,False,False,False,0.42341688147663326,1.183643843244206,0.7606203648882575,0.9484206559630989,0
sample_0286,2000,logit,False,False,False,False,0.8141553089620118,0.9492347632215369,0.9957097503022065,1.0009862437548327,0
sample_0287,2000,logit,False,False,False,False,0.8487657008459774,0.958068560976686,0.09053829459843696,1.3615029930982756,0
sample_0288,2000,logit,False,False,False,False,0.3957280292005262,1.2220819018455584,0.5371816677037309,1.127855954344709,0
sample_0289,2000,fisher_marginal,True,False,False,False,0.40973685318376263,1.1809300769488122,0.4817080467667445,1.1412132171625842,1
sample_0290,2000,logit,False,False,False,False,0.27958386950049297,1.2771829482040633,0.08003548659476405,0.7086238140436485,0
sample_0291,2000,fisher_marginal,True,False,False,False,0.31751973010260176,1.2238287046851812,0.3847097934307538,1.1692217842020733,1
sample_0292,2000,logit,False,False,False,False,0.6814368299122089,0.914592504522736,0.16286149230187275,0.7755793429593767,0
sample_0293,2000,logit,True,False,False,False,0.9380349338925026,0.9825131298340877,0.5729014887251453,0.9022613159128043,1
sample_0294,2000,logit,True,True,True,False,0.024375273406857093,1.5915836589583539,0.8670409816592346,0.9714382584926375,1
sample_0295,2000,logit,False,False,False,False,0.686955205814731,1.0889825992732372,0.3404405674643033,0.8451586353836806,0
sample_0296,2000,logit,True,False,False,False,0.5704686752189474,1.1350415201234025,0.13029963428025143,0.7602449699063422,2
sample_0297,2000,logit,False,False,False,False,0.8646681312628164,1.036347185122672,0.6005604673950939,0.9143310975707326,0
sample_0298,2000,logit,False,False,False,False,0.9973764052418134,0.9993110359175469,0.5288847495910479,0.8937930958485469,0
sample_0299,2000,logit,True,False,False,False,0.748185262823697,0.935213249669319,0.3497223865202499,1.1676491139932723,1
sample_0300,2000,logit,True,True,True,False,0.035929452334476024,1.5806542608880152,0.5709259515917808,1.1053227919948758,2
sample_0301,2000,logit,False,False,False,False,0.5027415680250213,1.157521055447618,0.7415304809943459,0.9409848130289312,0
sample_0302,2000,logit,False,False,False,False,0.6216374769376698,0.898488538956288,0.27518369885621907,0.822410512721918,0
sample_0303,2000,logit,True,False,False,False,0.77132058531521,0.934706262407417,0.052480670675206335,0.6893193142638717,1
sample_0304,2000,logit,True,False,False,False,0.05114466546081827,1.5326864916405485,0.18237241338664245,1.2643857168142425,1
sample_0305,2000,logit,False,False,False,False,0.48206064058977116,1.161158057828,0.8100306174450176,1.043547165441168,0
sample_0306,2000,logit,True,True,True,False,0.01633768790535974,1.6685801656069434,0.16450256276868613,0.7673851019071923,2
sample_0307,2000,logit,True,True,True,False,9.104079041103901e-05,2.201780359927427,0.6709804227358902,1.0772658926024576,1
sample_0308,2000,logit,False,False,False,False,0.07878513405938761,1.4632929489285404,0.9190398677361274,0.9815045826776382,0
sample_0309,2000,logit,False,False,False,False,0.24822648971102723,1.2787305683972443,0.44036538066386965,0.8702442524890586,0
sample_0310,2000,logit,True,False,False,False,0.1678459242754552,1.343908706437325,0.9769443001526137,1.0050705651020917,1
sample_0311,2000,logit,False,False,False,False,0.6597116904786002,1.0924527763745668,0.359465795135948,0.857987050006314,0
sample_0312,2000,logit,False,False,False,False,0.3053693676943665,1.243256740125723,0.994293013232973,1.0012773647282165,0
sample_0313,2000,logit,False,False,False,False,0.6590897296532532,1.096468265653047,0.43084047005228565,1.1488927238470061,0
sample_0314,2000,fisher_marginal,True,False,False,False,0.10153642737965302,1.4088098308028314,0.8517055091926609,1.0368810025348996,1
sample_0315,2000,logit,False,False,False,False,0.3450790206803803,1.242532389257123,0.11532482437005538,1.3397598702754427,0
sample_0316,2000,logit,True,False,False,False,0.9573963137122878,0.9884324215696123,0.8932962506030452,1.0243690892717143,1
sample_0317,2000,logit,True,False,False,False,0.8299454568709227,0.9548833752595037,0.6141809787819397,1.0897926068000312,1
sample_0318,2000,logit,True,False,False,False,0.2600209539671441,0.7638542562059922,0.5364304258952011,0.8905183332212787,3
sample_0319,2000,logit,False,False,False,False,0.35966789352265405,1.2208725357953223,0.17052077056037995,0.7740050402159461,0
sample_0320,2000,logit,False,False,False,False,0.32027884496699877,1.237503702181438,0.00764740260565268,0.6034893341298593,0
sample_0321,2000,logit,False,False,False,False,0.5065683409667268,0.8620575358153421,0.18914127212478504,0.7900720581632182,0
sample_0322,2000,fisher_marginal,True,False,False,False,0.2615177952829847,1.2621532423512623,1.0,0.9966799468791501,1
sample_0323,2000,logit,False,False,False,False,0.6065289740838318,0.8956145301681173,0.25657945105540136,0.8163485958046622,0
sample_0324,2000,logit,False,False,False,False,0.574304273819279,1.1302133765544506,0.861221547455542,1.0320666173079796,0
sample_0325,2000,logit,False,False,False,False,0.42805054822237265,1.18048381312642,0.6581351593939384,1.080211163527518,0
sample_0326,2000,logit,False,False,False,False,0.662444713224674,1.1025227171202456,0.7235695218821764,0.9367142398668657,0
sample_0327,2000,logit,False,False,False,False,0.9850014518495754,1.003848664049467,0.5604413603606079,1.103329827413182,0
sample_0328,2000,logit,False,False,False,False,0.16500349933213154,0.7309724451547898,0.26728350942712054,0.8175188306214916,0
sample_0329,2000,logit,True,True,True,False,0.022315157594563696,1.6309242427707438,0.231622487536566,0.8047494738089364,1
sample_0330,2000,logit,False,False,False,False,0.8073275688966552,0.9475474795115112,0.017605707993806383,0.6458898596388769,0
sample_0331,2000,logit,False,False,False,False,0.7951799996169922,0.9408160185219983,0.6030300044361817,0.9098709693786909,0
sample_0332,2000,logit,False,False,False,False,0.9725744664493505,0.992780684337636,0.37907388586696933,0.8505338523860821,0
sample_0333,2000,logit,False,False,False,False,0.7847264858275559,1.0580080837797938,0.03075085891582241,0.6734654476436904,0
sample_0334,2000,logit,True,False,False,False,0.9075497971236841,0.9751054924692761,0.6233784545671919,0.913897313928619,1
sample_0335,2000,logit,False,False,False,False,0.7550386159616569,1.072405389780313,0.26381845389041925,0.8137800284977907,0
sample_0336,2000,logit,True,False,False,False,0.5253177988727811,1.1638191285228405,0.9336804021427949,1.0156489604572179,1
sample_0337,2000,logit,False,False,False,False,0.1484681957351799,1.351086564989678,0.8981584777914631,0.9780860168572623,0
sample_0338,2000,logit,False,False,False,False,0.9414853337647022,1.0149318167903927,0.45563442944016164,1.132944406265215,0
sample_0339,2000,logit,False,False,False,False,0.40511008584473984,1.19156875079956,0.03791758039244937,0.6833623878339321,0
sample_0340,2000,logit,False,False,False,False,0.10885456983034114,1.38874236991207,0.9626786530477646,0.991872687403985,0
sample_0341,2000,logit,False,False,False,False,0.43749125849168335,0.8350877012658192,0.20073513883620775,1.274023518438057,0
sample_0342,2000,fisher_marginal,True,True,False,True,0.3357084570192077,1.1992935635792779,0.03432277660972114,1.4359313077939233,2
sample_0343,2000,logit,False,False,False,False,0.15478441237016163,1.3539852971626767,0.40502020184531884,0.8559798245046786,0
sample_0344,2000,logit,True,False,False,False,0.37505872458635625,1.229986106187551,0.7559679486326294,1.0593850208735711,2
sample_0345,2000,logit,False,False,False,False,0.9443688733100359,1.0155837464959254,0.4097231009842641,1.159148738469536,0
sample_0346,2000,logit,True,True,True,False,0.02328443796492006,1.6181401199901975,0.779743584664323,1.050844099467734,1
sample_0347,2000,logit,False,False,False,False,0.2870634199576447,1.2593199645921813,0.9449234806071561,0.9873406079206231,0
sample_0348,2000,logit,True,False,False,False,0.8159954329776524,1.0492069468326863,0.17464229582326196,0.7846723419851884,1
sample_0349,2000,logit,False,False,False,False,0.28624024233952194,0.7866369289171194,0.2241428981287653,0.7927610808970811,0
sample_0350,2000,logit,True,False,False,False,0.7410957036469836,1.0766350965051497,0.39662024808542184,0.851252413892558,1
sample_0351,2000,logit,True,False,False,False,0.16778254533567427,1.354011352416098,0.021827437839167338,0.6440669411907067,1
sample_0352,2000,logit,True,True,True,True,0.0352084594568377,1.5747506115431775,0.031114696323753237,1.4525741009330777,3
sample_0353,2000,logit,True,True,True,False,0.03528997490178814,1.5358033859055964,0.06108653942604744,0.7133664897541855,1
sample_0354,2000,logit,False,False,False,False,0.6758494993807511,1.0911491478839808,0.44103718990635055,1.1410090421420538,0
sample_0355,2000,logit,False,False,False,False,0.9359200521113644,0.9830543137033271,0.9961245096053227,0.9991633937514711,0
sample_0356,2000,logit,False,False,False,False,0.0687410232483769,1.4636057068865516,0.4131074324026186,1.1509256164807653,0
sample_0357,2000,logit,True,False,False,False,0.34000338976254263,1.2210906104697252,0.07516827161754343,0.7293986612316765,1
sample_0358,2000,logit,False,False,False,False,0.06600548095537881,1.4461796709659045,0.9191923029470125,0.9827491606156389,0
sample_0359,2000,logit,True,True,False,True,0.38554185136763075,1.2079365037255199,0.04044192427655187,1.4427459329813932,2
sample_0360,2000,logit,False,False,False,False,0.3134891222625912,1.2439363613885543,0.35449479593926103,1.1825085134027395,0
sample_0361,2000,logit,True,False,False,False,0.6179570153605846,1.114509941424817,0.2563478185370559,1.2246492476356579,1
sample_0362,2000,logit,True,False,False,False,0.4073049453763212,1.1974571190712642,0.49362412980469583,0.8821368165696444,2
sample_0363,2000,logit,True,True,True,False,0.0042860399602765685,1.8624948736536195,0.9843748947620684,1.0035553719493984,3
sample_0364,2000,logit,False,False,False,False,0.38976288218440247,1.2021088818432777,0.10423303887905641,0.7376721815404383,0
sample_0365,2000,logit,True,True,True,False,0.0064309483024568145,1.8320555878785123,0.4780665815171864,1.1419542474195452,2
sample_0366,2000,logit,True,True,True,False,0.0010020775864829244,2.1290347652370603,0.23861580618628997,0.7971768024871964,2
sample_0367,2000,logit,False,False,False,False,0.7636475473570704,0.9377020929528694,0.32806304910326556,0.8387852484221308,0
sample_0368,2000,logit,True,False,False,False,0.2329314478981559,1.282720344332371,0.9789732443969571,0.9953552538133642,1
sample_0369,2000,logit,True,False,False,False,0.1752165551813234,1.3511960249322568,0.1478447749933274,1.2897501544067724,2
sample_0370,2000,logit,False,False,False,False,0.11445181732235593,1.4071926921435667,0.049522847108044867,0.6953855944468349,0
sample_0371,2000,fisher_marginal,True,True,True,False,0.02512939868495134,1.5455878180270501,0.217696952243949,1.2556170125051531,2
sample_0372,2000,logit,True,False,False,False,0.937794881656562,0.9819342906959381,0.9928972288916964,0.9983990059019168,2
sample_0373,2000,logit,False,False,False,False,0.943746094220399,1.016093908549953,0.015247323368756014,0.6195912969139197,0
sample_0374,2000,logit,True,False,False,False,0.5036910520760881,1.1586771599208319,0.6325611997953385,0.9148672771157245,1
sample_0375,2000,logit,True,False,False,False,0.8398659380986437,1.0448275654995274,0.8030099847420187,0.9569332814609072,1
sample_0376,2000,logit,True,False,False,False,0.5689497237002346,1.1283574973625843,0.9947031654297915,0.9988056856516213,1
sample_0377,2000,logit,True,False,False,False,0.424807460169607,1.1986957531294589,0.17965533727908956,0.7733951901695882,2
sample_0378,2000,logit,True,False,False,False,0.18771473990652143,1.3226503320791383,0.744006075391106,0.9434619002685347,1
sample_0379,2000,logit,False,False,False,False,0.1885929419245752,1.322357132163764,0.6149794945288687,0.9132053382766129,0
sample_0380,2000,logit,True,False,False,False,0.9281503996869502,0.9802445796296746,0.7323613279830442,0.9413161764962373,1
sample_0381,2000,logit,True,False,False,False,0.775242903370019,1.0671094788233797,0.015392352280124864,0.6276066738986933,1
sample_0382,2000,logit,False,False,False,False,0.5856584477518425,0.8783258869367755,0.05560681775241544,0.693540302583978,0
sample_0383,2000,logit,True,False,False,False,0.7538300113428092,1.0690772305558485,0.12219588664252688,0.7585224664212779,2
sample_0384,2000,logit,False,False,False,False,0.21259080791807938,1.3019184390494474,0.506181263172764,0.8879431014491527,0
sample_0385,2000,logit,True,True,True,False,0.006719555657744814,1.717529772242826,0.048556173606122174,0.7054001720874845,2
sample_0386,2000,logit,False,False,False,False,0.5270230183750834,0.8755804208892717,0.3788657222336689,0.8566951043203638,0
sample_0387,2000,logit,True,False,False,False,0.6085333165116464,1.1223950700583667,0.07890465468940243,0.7197020316447639,1
sample_0388,2000,logit,True,False,False,False,0.9954782834039829,0.9988008689784852,0.7278914171418445,0.9422961943259973,1
sample_0389,2000,logit,False,False,False,False,0.7204889110425172,1.077520121299144,0.010489453234910275,0.6320159761861843,0
sample_0390,2000,logit,True,True,True,False,0.0356695946106682,1.546552651743732,0.6695908996139769,0.9266213452206098,2
sample_0391,2000,logit,False,False,False,False,0.3419540051649025,1.2246535112034387,0.5027063357218837,0.8825424976594849,0
sample_0392,2000,logit,False,False,False,False,0.5592761180658035,1.1409960818759775,0.051906089304322896,0.689024461140639,0
sample_0393,2000,logit,True,False,False,False,0.42116318988576695,1.2000191932748563,0.2948990707118121,0.817834085570419,1
sample_0394,2000,logit,True,False,False,False,0.16531019012999715,1.349419495649677,0.09930026486721313,0.7268795292625012,2
sample_0395,2000,logit,True,False,False,False,0.4571004211250501,1.1799600319564931,0.6381580852642147,0.9201807380894695,1
sample_0396,2000,logit,False,False,False,False,0.34289279326734023,1.2154580760679938,0.6408947145378835,0.9241208935512428,0
sample_0397,2000,logit,False,False,False,False,0.8054764940937672,1.0553758554008434,0.8907008558775082,0.9756640725483021,0
sample_0398,2000,logit,True,False,False,False,0.8414274394504673,0.9599034911614391,0.06190427192964196,0.720843398081124,1
sample_0399,2000,logit,False,False,False,False,0.09970094092214758,1.4235569946684155,0.5455675149288772,1.1154952699657377,0
sample_0400,2000,logit,True,False,False,False,0.17579180477357814,1.3304356737979521,0.32784234911002363,0.8352793407824799,1
sample_0401,2000,logit,False,False,False,False,0.7405060791473961,0.9333262538077686,0.17151271931227663,0.7798819069902198,0
sample_0402,2000,logit,False,False,False,False,0.021722797106138152,0.5949588458944043,0.09714036114775874,0.7346847826888191,0
sample_0403,2000,logit,False,False,False,False,0.06174097533271432,1.5020178567620874,0.06234442084039885,0.7119313284091056,0
sample_0404,2000,logit,False,False,False,False,0.1459129884710484,1.374375094312615,0.45827361719817616,0.8723218325513455,0
sample_0405,2000,logit,True,False,False,False,0.62592630162268,1.1190556988575275,0.2871151711553309,0.8135397198811436,1
sample_0406,2000,logit,True,False,False,False,0.2919790362361042,1.2361471115626768,0.4177258412577398,0.8681381527520808,1
sample_0407,2000,logit,False,False,False,False,0.0803015769405639,1.422342800266331,0.7616682765374659,0.947854736484378,0
sample_0408,2000,logit,False,False,False,False,0.6900476539444144,1.0905855488500273,0.4539653600788459,1.141955544372169,0
sample_0409,2000,logit,True,False,False,False,0.4151048864569179,1.1987964743494013,0.0466786078221306,0.6880844630067432,2
sample_0410,2000,logit,True,False,False,False,0.6512714345888589,1.111383713942109,0.873054594583648,1.030408916976338,1
sample_0411,2000,logit,True,False,False,False,0.05431460611625259,1.5308982504490816,0.10752764191413948,0.7375208406856679,1
sample_0412,2000,logit,False,False,False,False,0.6162809761442025,1.1112468452267883,0.3404248646033299,0.8483400133466824,0
sample_0413,2000,logit,True,False,False,False,0.17708759677963337,1.3429324806821221,0.27692055921640013,0.8218358123389068,1
sample_0414,2000,logit,False,False,False,False,0.4030099854146971,1.2028101049118516,0.9478193014569752,1.0117022965762437,0
sample_0415,2000,logit,False,False,False,False,0.7571845730677191,0.9341450693016365,0.076759075019755,0.71737567501402,0
sample_0416,2000,logit,False,False,False,False,0.48659489671954415,1.166102469303794,0.12686003324665618,0.7530576047420211,0
sample_0417,2000,logit,False,False,False,False,0.5188852354323725,0.8588183234192968,0.8701929193645881,0.970073276845122,0
sample_0418,2000,logit,True,False,False,False,0.11517827353968488,1.4009216644104356,0.21052343592112677,0.8020724555649207,1
sample_0419,2000,logit,True,False,False,False,0.12375013085922355,1.4131648525696998,0.21937324880747633,1.241268575784627,1
sample_0420,2000,logit,False,False,False,False,0.07754930890242887,0.6954558073488665,0.24484096333264926,0.819763305060413,0
sample_0421,2000,logit,True,False,False,False,0.29797666082494434,1.262782680215565,0.18943750347587396,0.7799266898072464,1
sample_0422,2000,logit,True,False,False,False,0.4624113407813073,0.8535797922582138,0.7810181636028642,1.0516348289176005,1
sample_0423,2000,logit,True,False,False,False,0.44674077022061165,1.177260007805896,0.5090585086241635,0.8894826933630587,1
sample_0424,2000,logit,False,False,False,False,0.6520627739637217,0.9088454745011342,0.12129194171716047,1.31780807414362,0
sample_0425,2000,logit,False,False,False,False,0.20361011018793795,1.3202183597053632,0.07548641864676188,1.3675401916442445,0
sample_0426,2000,logit,False,False,False,False,0.8169229793534661,1.049304367459131,0.06747581846148828,0.7220998566857629,0
sample_0427,2000,logit,False,False,False,False,0.16907673752763397,1.3572738437330782,0.6716982593660357,0.9260470975572959,0
sample_0428,2000,logit,True,True,True,False,0.0030013952649720786,1.8953257399448515,0.20861816417534096,0.7925755823235857,2
sample_0429,2000,logit,False,False,False,False,0.21083681550220268,0.7348754910856999,0.8037459834603059,1.0480148026308762,0
sample_0430,2000,logit,False,False,False,False,0.6233159343680268,1.1063615846874946,0.38692871462869616,0.8611433226913008,0
sample_0431,2000,logit,False,False,False,False,0.9385367571167451,1.01688048045596,0.5961655499711382,0.912286726816816,0
sample_0432,2000,logit,True,False,False,False,0.8927073175375714,1.0312323824234633,0.8960055736725602,1.0245514359975008,2
sample_0433,2000,logit,True,False,False,False,0.46278832357882815,1.1857201662449113,0.7107775237721892,1.071747030255028,2
sample_0434,2000,logit,False,False,False,False,0.47931509992099464,1.1557154900337847,0.011731264297851252,0.6367874585063775,0
sample_0435,2000,logit,False,False,False,False,0.16459606330780863,1.3437716908296922,0.046226695920109515,0.691576812273975,0
sample_0436,2000,logit,True,False,False,False,0.9791928351806736,0.9944837679158347,0.04458257383602021,0.6977160460061097,1
sample_0437,2000,logit,False,False,False,False,0.5111501459634138,1.1524892599820178,0.06519925634556238,0.7097980219898216,0
sample_0438,2000,logit,False,False,False,False,0.19340486438803928,1.3139291775601425,0.20860841621372406,0.7949995541328907,0
sample_0439,2000,logit,False,False,False,False,0.7664752915138104,1.0669171833531883,0.037202584748034576,0.6863647037848275,0
sample_0440,2000,logit,True,False,False,False,0.9767266895121537,1.0065195277375136,0.5069115138049094,0.8886236493689645,1
sample_0441,2000,logit,False,False,False,False,0.3423110078434499,0.8115139154704276,0.660763751933819,0.9234632296288076,0
sample_0442,2000,logit,False,False,False,False,0.25699060079322644,1.2810284139929755,0.29650667049753066,0.82304825671014,0
sample_0443,2000,logit,True,False,False,False,0.9520079308090535,0.9866455513818057,0.0041886618655792305,0.5961865049797987,2
sample_0444,2000,logit,True,False,False,False,0.251182363844317,1.27840909682256,0.08089661026514215,0.734904127866674,2
sample_0445,2000,logit,False,False,False,False,0.24170294519525903,1.2935269581073114,0.9105918368737114,1.020818099082972,0
sample_0446,2000,logit,False,False,False,False,0.09944505781879545,1.415716566351518,0.38879105046354734,1.1661656327731538,0
sample_0447,2000,logit,False,False,False,False,0.1416910559178075,0.7006180022750648,0.45368686739550157,0.8662240329311641,0
sample_0448,2000,logit,False,False,False,False,0.37760251751899077,1.222613387249173,0.14969286593793585,0.7528499203300203,0
sample_0449,2000,logit,False,False,False,False,0.19188279629737903,0.7482897644269166,0.0771580346126086,0.7313167739228994,0
sample_0450,2000,logit,False,False,False,False,0.10691692556966596,1.3883317783967957,0.7666252715024217,0.9499312818262582,0
sample_0451,2000,logit,True,False,False,False,0.23066079417124008,1.27801685246004,0.7723016806226893,1.0501124875924155,1
sample_0452,2000,logit,False,False,False,False,0.061818987417112996,1.4919934799932055,0.8708813499760524,1.0292754706162162,0
sample_0453,2000,logit,False,False,False,False,0.6758596188392971,1.0939089108466657,0.7271457755704328,0.9406826337927809,0
sample_0454,2000,logit,False,False,False,False,0.4895378988334853,1.1700706758585122,0.0020333164608133682,0.5350266284013657,0
sample_0455,2000,logit,False,False,False,False,0.6556729222835754,0.9059133206895601,0.48365390750788884,0.877203194331769,0
sample_0456,2000,logit,False,False,False,False,0.15228568953290766,1.3625086474080275,0.9304785466696822,1.0156675660069991,0
sample_0457,2000,logit,True,False,False,False,0.32404809085941233,1.2430354230842473,0.04507234574631545,0.6890516414018589,1
sample_0458,2000,logit,False,False,False,False,0.2387494374945791,1.2919954556053699,0.023671799482088154,0.6558462254514638,0
sample_0459,2000,logit,False,False,False,False,0.20432717634357966,0.7550015103775425,0.09229862293676036,0.7368791823497298,0
sample_0460,2000,logit,False,False,False,False,0.40480072332676864,1.1903330794652618,0.5932547964002871,0.9083610113739299,0
sample_0461,2000,logit,False,False,False,False,0.9890715354098188,0.9966202661397209,0.7458150721607062,0.9394593085620007,0
sample_0462,2000,logit,True,True,True,False,0.03395962461234151,1.5592312523722893,0.8943555244677657,1.0238244861148211,1
sample_0463,2000,logit,False,False,False,False,0.4900920221674384,0.8546215756090519,0.40424386192672734,0.8549964143165323,0
sample_0464,2000,logit,True,False,False,False,0.6513654718553621,1.1056536757213191,0.09723960920782632,0.7331346821850192,1
sample_0465,2000,logit,False,False,False,False,0.24261267770835837,1.2775128396003046,0.9040309170930245,1.021913193258521,0
sample_0466,2000,logit,True,False,False,False,0.12256173802348391,1.4100143434493007,0.02814823454368714,0.6623116673093443,1
sample_0467,2000,logit,False,False,False,False,0.16164362182302305,1.3603363137157498,0.3994718759183099,0.8521733713409908,0
sample_0468,2000,logit,True,False,False,False,0.20000957786419227,1.3019298468767844,0.6894419960979787,0.9325897867262647,1
sample_0469,2000,logit,True,True,True,False,0.03807206717212187,1.52763246969492,0.5385846158715997,0.8961852074123088,2
sample_0470,2000,logit,True,False,False,False,0.1253240937976009,1.4241711419978005,0.447877991013245,1.1499615440765858,2
sample_0471,2000,logit,False,False,False,False,0.8015986865237357,1.057848414906158,0.029833704813755673,0.6681740110998745,0
sample_0472,2000,logit,False,False,False,False,0.9006940193552122,1.027488496831123,0.6401275447073353,0.9172911327289863,0
sample_0473,2000,logit,False,False,False,False,0.7926399117742661,1.0584384831116544,0.8649076857087871,0.9697723510969241,0
sample_0474,2000,logit,True,False,False,False,0.2823238002224888,1.251521540177451,0.9413297076215825,1.0131331901433067,1
sample_0475,2000,logit,False,False,False,False,0.3762002413052372,1.2131064324209242,0.1663806503171572,0.773321150381854,0
sample_0476,2000,logit,False,False,False,False,0.7957222926069096,1.0583094968925895,0.8543779118026769,0.967199786421468,0
sample_0477,2000,logit,True,False,False,False,0.3280742434705819,0.7842728958662863,0.38432665393727095,0.8484081313653767,2
sample_0478,2000,logit,True,False,False,False,0.2129158051879515,1.3327605025949703,0.4677374748663914,1.1470361886696012,1
sample_0479,2000,logit,True,False,False,False,0.18350448189020652,1.3178428244390366,0.01833292854771905,0.6520677838062677,1
